latitude,longitude,acq_date,frp,confidence,instrument
29.162449948588833,74.03534516529619,2026-09-12,4.729493020357757,h,VIIRS_SNPP_NRT
27.542817633142533,73.61770007591012,2026-09-12,2.5826907568111928,h,VIIRS_SNPP_NRT
30.864658488383988,75.26199865217922,2026-09-12,2.713141586155346,h,VIIRS_SNPP_NRT
30.57243230108134,73.88117424828579,2026-09-12,4.7708946439505,h,VIIRS_SNPP_NRT
28.277417442805202,74.09516692278395,2026-09-12,20.62788129683796,h,VIIRS_SNPP_NRT
27.501003805681677,75.07008332619031,2026-09-12,2.350166249405688,h,VIIRS_SNPP_NRT
30.21527565255849,76.31578345453396,2026-09-12,4.869806234030225,h,VIIRS_SNPP_NRT
31.3882050299802,74.22862016694361,2026-09-12,18.325542003527143,h,VIIRS_SNPP_NRT
28.13410167790392,77.4406065154387,2026-09-12,4.657911860751415,h,VIIRS_SNPP_NRT
28.271837218704654,73.8471938148049,2026-09-12,3.044012686726944,h,VIIRS_SNPP_NRT
31.819519322282247,75.22315265574737,2026-09-12,17.893733886613084,h,VIIRS_SNPP_NRT
31.648904383209327,74.4241990465373,2026-09-12,12.472533901010692,h,VIIRS_SNPP_NRT
27.579550908083565,75.78981753660523,2026-09-12,16.43843901877416,h,VIIRS_SNPP_NRT
29.918380182468926,75.51928449138781,2026-09-12,8.127209273868058,h,VIIRS_SNPP_NRT
30.011836680010614,77.10493943609887,2026-09-12,24.05698814952406,h,VIIRS_SNPP_NRT
30.160187261967504,75.47564929647822,2026-09-12,8.767984199697477,h,VIIRS_SNPP_NRT
27.666044268066294,75.38586664107828,2026-09-12,18.94145924573764,h,VIIRS_SNPP_NRT
31.593621116887313,74.74045263054165,2026-09-12,3.162863151491469,h,VIIRS_SNPP_NRT
32.38437081373151,73.81074110255345,2026-09-12,20.891222231924406,h,VIIRS_SNPP_NRT
30.23656088550532,74.05622103040571,2026-09-12,23.65025664852958,h,VIIRS_SNPP_NRT
30.7879696935132,75.2774005991786,2026-09-12,9.14305893127796,h,VIIRS_SNPP_NRT
29.649033941956233,76.01896841527086,2026-09-12,5.4730576490270035,h,VIIRS_SNPP_NRT
30.79704763679459,76.042750582636,2026-09-12,10.663607801516042,h,VIIRS_SNPP_NRT
30.422768908021848,74.5604133846808,2026-09-12,4.137988389943165,h,VIIRS_SNPP_NRT
28.748467898659033,76.26375701018412,2026-09-12,2.4669230749957354,h,VIIRS_SNPP_NRT
29.518039336527668,74.06539726948185,2026-09-12,4.161202433212861,h,VIIRS_SNPP_NRT
29.391478175827128,74.65454346171758,2026-09-12,19.345063290012064,h,VIIRS_SNPP_NRT
31.518193589414253,75.60949383609957,2026-09-12,18.69523103774099,h,VIIRS_SNPP_NRT
30.40480985906027,74.77530585220312,2026-09-12,6.223606993920915,h,VIIRS_SNPP_NRT
28.771791696823534,73.65235965684073,2026-09-12,14.736312282203146,h,VIIRS_SNPP_NRT
28.199113107205285,73.96620751644839,2026-09-12,10.614754588220006,h,VIIRS_SNPP_NRT
29.885246559656597,76.8306432524615,2026-09-12,10.531041441733354,h,VIIRS_SNPP_NRT
28.853684100467905,75.55494429444335,2026-09-12,17.610132926905337,h,VIIRS_SNPP_NRT
29.593215526189386,73.59616272113207,2026-09-12,4.667982591930703,h,VIIRS_SNPP_NRT
30.5412086026656,76.9936641195227,2026-09-12,14.858167735299123,h,VIIRS_SNPP_NRT
32.15916107652137,76.97158622360574,2026-09-12,5.473239819593555,h,VIIRS_SNPP_NRT
29.480719078983267,74.60101814534613,2026-09-12,5.150860075755626,h,VIIRS_SNPP_NRT
31.402594012850585,76.41631078838569,2026-09-12,25.361924687116066,h,VIIRS_SNPP_NRT
32.14186129891855,73.54021459701133,2026-09-12,23.902154729976203,h,VIIRS_SNPP_NRT
30.817280954068,74.4419064109969,2026-09-12,18.406431562978568,h,VIIRS_SNPP_NRT
31.589701892248048,76.96141096166805,2026-09-12,6.517113892857968,h,VIIRS_SNPP_NRT
28.870957475841653,74.65600873187026,2026-09-12,23.68106308360303,h,VIIRS_SNPP_NRT
32.08412059977168,75.3111737654216,2026-09-12,10.971444013428695,h,VIIRS_SNPP_NRT
28.356225124190306,73.67658699342142,2026-09-12,8.069174437753844,h,VIIRS_SNPP_NRT
31.255922316845886,76.33942607764057,2026-09-12,21.34770015608927,h,VIIRS_SNPP_NRT
29.35254495547085,75.26769140865837,2026-09-12,10.999677739195477,h,VIIRS_SNPP_NRT
30.766936403034794,75.20286941339738,2026-09-12,8.348053196636428,h,VIIRS_SNPP_NRT
31.553185988010306,76.05884954449063,2026-09-12,12.3518391863167,h,VIIRS_SNPP_NRT
30.893179788711556,73.85270468030794,2026-09-12,6.345889936940795,h,VIIRS_SNPP_NRT
29.244664065779318,75.19834024138582,2026-09-12,12.953065224483328,h,VIIRS_SNPP_NRT
28.542934492516576,77.07793436917282,2026-09-12,22.03910773401852,h,VIIRS_SNPP_NRT
29.719891830530543,76.98080815501046,2026-09-12,6.243003509094508,h,VIIRS_SNPP_NRT
28.60887401643912,75.05625134267228,2026-09-12,22.053260066728328,h,VIIRS_SNPP_NRT
30.970551706524247,77.116101935828,2026-09-12,2.0184437292622706,h,VIIRS_SNPP_NRT
30.447839622792255,75.52660153341958,2026-09-12,5.245123498987528,h,VIIRS_SNPP_NRT
31.97204050716408,74.77920669599395,2026-09-12,5.165728760162857,h,VIIRS_SNPP_NRT
29.637551237024322,74.48050629185789,2026-09-12,44.82311965229833,h,VIIRS_SNPP_NRT
29.125586772504487,77.07066993799347,2026-09-12,10.4549883370666,h,VIIRS_SNPP_NRT
29.2807880585704,76.91085403098019,2026-09-12,10.391980769563075,h,VIIRS_SNPP_NRT
31.7598277121611,74.32558549438698,2026-09-12,5.369559500564982,h,VIIRS_SNPP_NRT
31.47449046036401,76.39677637100515,2026-09-12,29.6571465254934,h,VIIRS_SNPP_NRT
31.243953699864832,76.71388067547966,2026-09-12,7.696530592831985,h,VIIRS_SNPP_NRT
29.77340396671114,77.17584603110959,2026-09-12,10.304495681840288,h,VIIRS_SNPP_NRT
30.787838073896488,76.37000901536993,2026-09-12,5.118038498093187,h,VIIRS_SNPP_NRT
30.64776967167824,74.13955134071225,2026-09-12,4.9471643267667655,h,VIIRS_SNPP_NRT
29.41259761866491,75.76665919323881,2026-09-12,27.322961765698516,h,VIIRS_SNPP_NRT
28.815494542316898,75.92606238822583,2026-09-12,4.238020352235776,h,VIIRS_SNPP_NRT
29.486994710728766,73.54275647324702,2026-09-12,2.21162659285256,h,VIIRS_SNPP_NRT
29.716279242768792,73.57493180812116,2026-09-12,3.637248433873604,h,VIIRS_SNPP_NRT
28.47392879455185,74.83539242829929,2026-09-12,15.445370460118957,h,VIIRS_SNPP_NRT
29.334353843274027,76.42603108309235,2026-09-12,27.493364427813408,h,VIIRS_SNPP_NRT
32.37224451690096,76.96335376946797,2026-09-12,2.2245735405675884,h,VIIRS_SNPP_NRT
31.149640558624693,74.47435977251125,2026-09-12,17.407362123231998,h,VIIRS_SNPP_NRT
32.38804385272621,77.01730312552951,2026-09-12,15.062338458910482,h,VIIRS_SNPP_NRT
29.091136741859245,75.79245788718154,2026-09-12,9.831531242113071,h,VIIRS_SNPP_NRT
29.691336877051334,74.81494094395009,2026-09-12,17.178086241851414,h,VIIRS_SNPP_NRT
29.433116398849155,74.29984293579734,2026-09-12,20.004092360079937,h,VIIRS_SNPP_NRT
30.902836713330917,75.34013626493045,2026-09-12,13.961549765904955,h,VIIRS_SNPP_NRT
30.95060687860939,73.69293425312611,2026-09-12,11.670751622701529,h,VIIRS_SNPP_NRT
28.09480550818137,74.15846590169255,2026-09-12,19.656329384884202,h,VIIRS_SNPP_NRT
31.618143973991135,77.13561631096584,2026-09-12,2.5671808137978127,h,VIIRS_SNPP_NRT
31.6413457019495,74.16963517296666,2026-09-12,20.994089796159432,h,VIIRS_SNPP_NRT
27.55362489043246,76.80849559855707,2026-09-12,12.489125456088892,h,VIIRS_SNPP_NRT
32.48121872687035,75.48973073287165,2026-09-12,21.388959819228656,h,VIIRS_SNPP_NRT
30.139101375781387,76.95907240101752,2026-09-12,13.549688720074547,h,VIIRS_SNPP_NRT
29.201204486057957,75.840321732399,2026-09-12,8.414329228245359,h,VIIRS_SNPP_NRT
28.580888209139253,74.90205257972602,2026-09-12,2.840709575187006,h,VIIRS_SNPP_NRT
29.810866045650354,76.69184944466329,2026-09-12,20.907829850736967,h,VIIRS_SNPP_NRT
29.36327805515387,73.6294423362659,2026-09-12,12.025586163876126,h,VIIRS_SNPP_NRT
30.625750470499472,75.84287025088797,2026-09-12,7.505280157361793,h,VIIRS_SNPP_NRT
28.601706407552125,74.49734616219604,2026-09-12,10.155105000041434,h,VIIRS_SNPP_NRT
29.509999029723325,75.9234166147473,2026-09-12,8.554880936183768,h,VIIRS_SNPP_NRT
32.085890512748456,77.37205926273279,2026-09-12,29.754956552889993,h,VIIRS_SNPP_NRT
31.80109036709421,77.12736859916275,2026-09-12,15.295449755896929,h,VIIRS_SNPP_NRT
31.586884985216095,76.65500876303034,2026-09-12,13.706159747500491,h,VIIRS_SNPP_NRT
32.4056818614571,74.10830974869221,2026-09-12,2.6618416423619835,h,VIIRS_SNPP_NRT
30.240361882858927,73.82752145988592,2026-09-12,2.0500477701840762,h,VIIRS_SNPP_NRT
31.227083801784044,73.65214018310033,2026-09-12,7.446957501293207,h,VIIRS_SNPP_NRT
30.158783483711815,76.30026763400853,2026-09-12,2.03011812724782,h,VIIRS_SNPP_NRT
30.100344674373257,76.51434528312457,2026-09-12,11.908792978449334,h,VIIRS_SNPP_NRT
30.290130940561937,75.96327970340505,2026-09-12,8.031880305227531,h,VIIRS_SNPP_NRT
28.581725315382343,77.45552764508591,2026-09-12,17.373625127455718,h,VIIRS_SNPP_NRT
32.315690610851604,77.10677249500819,2026-09-12,11.790123416576359,h,VIIRS_SNPP_NRT
31.48745927224905,74.6383040888677,2026-09-12,10.166696410294863,h,VIIRS_SNPP_NRT
31.649028992695392,76.14008132172252,2026-09-12,7.3161118233051186,h,VIIRS_SNPP_NRT
31.78447421952974,73.61973133774856,2026-09-12,31.211462621404685,h,VIIRS_SNPP_NRT
30.89610180569855,73.95111323999683,2026-09-12,25.149610176223515,h,VIIRS_SNPP_NRT
29.96419911718945,74.62902770501421,2026-09-12,35.10405157064556,h,VIIRS_SNPP_NRT
30.304905900179655,76.62627629048097,2026-09-12,12.55450314887983,h,VIIRS_SNPP_NRT
30.675371956443605,76.77484398801002,2026-09-12,8.810328162810784,h,VIIRS_SNPP_NRT
30.99187004256474,76.65013069006227,2026-09-12,12.291747513155077,h,VIIRS_SNPP_NRT
29.42162078255921,75.13325720360594,2026-09-12,5.47229039027428,h,VIIRS_SNPP_NRT
31.484268251615433,77.35769306968581,2026-09-12,7.8538331947234035,h,VIIRS_SNPP_NRT
29.87081393399174,75.86489019948019,2026-09-12,9.499532139132253,h,VIIRS_SNPP_NRT
28.780907283362804,75.82351968603162,2026-09-12,6.891574632776365,h,VIIRS_SNPP_NRT
32.07602833356229,73.51813665245359,2026-09-12,4.209470610964571,h,VIIRS_SNPP_NRT
31.477379832729554,75.61635978894589,2026-09-12,4.872983419357705,h,VIIRS_SNPP_NRT
28.43715760127875,76.59217285209093,2026-09-12,27.092213416210775,h,VIIRS_SNPP_NRT
29.509574731913805,74.63644931344504,2026-09-12,25.90705045744803,h,VIIRS_SNPP_NRT
30.033780035120458,76.7678557245982,2026-09-12,5.123123607999535,h,VIIRS_SNPP_NRT
28.446387410015898,74.58962765329977,2026-09-12,15.132265058818472,h,VIIRS_SNPP_NRT
28.648715784109157,75.73721930762285,2026-09-12,5.200474862885917,h,VIIRS_SNPP_NRT
30.573442441671045,76.40983186216562,2026-09-12,4.131853774220643,h,VIIRS_SNPP_NRT
30.544147173355864,77.13018580348773,2026-09-12,7.435928898587463,h,VIIRS_SNPP_NRT
29.017083922457367,75.39911393294886,2026-09-12,5.267950748493687,h,VIIRS_SNPP_NRT
31.131122790985074,76.06343560961827,2026-09-12,3.3742325593680147,h,VIIRS_SNPP_NRT
29.920950339307055,74.71006368343147,2026-09-12,7.283989621867001,h,VIIRS_SNPP_NRT
30.136556140775582,77.4791570460991,2026-09-12,11.684849733114522,h,VIIRS_SNPP_NRT
30.463647806115787,75.68044198655649,2026-09-12,6.523335093322968,h,VIIRS_SNPP_NRT
30.22831903529333,75.70724114623576,2026-09-12,4.094501820691459,h,VIIRS_SNPP_NRT
